Time,J1_Pos,J1_Dir,J1_Delta,J1_Hz,J2_Pos,J2_Dir,J2_Delta,J2_Hz,Pen
2.12,1819,1,19,950.0,-4211,0,40,2000.0,0
2.14,1839,1,20,1000.0,-4251,0,40,2000.0,0
2.16,1858,1,19,950.0,-4291,0,40,2000.0,0
2.18,1877,1,19,950.0,-4330,0,39,1950.0,0
2.2,1895,1,18,900.0,-4369,0,39,1950.0,0
2.22,1914,1,19,950.0,-4407,0,38,1900.0,0
2.24,1932,1,18,900.0,-4444,0,37,1850.0,0
2.26,1951,1,19,950.0,-4481,0,37,1850.0,0
2.28,1969,1,18,900.0,-4518,0,37,1850.0,0
2.3,1987,1,18,900.0,-4554,0,36,1800.0,0
2.32,2004,1,17,850.0,-4589,0,35,1750.0,0
2.34,2022,1,18,900.0,-4624,0,35,1750.0,0
2.36,2039,1,17,850.0,-4658,0,34,1700.0,0
2.38,2056,1,17,850.0,-4692,0,34,1700.0,0
2.4,2073,1,17,850.0,-4725,0,33,1650.0,0
2.42,2090,1,17,850.0,-4758,0,33,1650.0,0
2.44,2106,1,16,800.0,-4790,0,32,1600.0,0
2.46,2122,1,16,800.0,-4821,0,31,1550.0,0
2.48,2138,1,16,800.0,-4852,0,31,1550.0,0
2.5,2154,1,16,800.0,-4882,0,30,1500.0,0
2.52,2169,1,15,750.0,-4912,0,30,1500.0,0
2.54,2185,1,16,800.0,-4941,0,29,1450.0,0
2.56,2200,1,15,750.0,-4970,0,29,1450.0,0
2.58,2214,1,14,700.0,-4997,0,27,1350.0,0
2.6,2229,1,15,750.0,-5025,0,28,1400.0,0
2.62,2243,1,14,700.0,-5051,0,26,1300.0,0
2.64,2257,1,14,700.0,-5077,0,26,1300.0,0
2.66,2271,1,14,700.0,-5102,0,25,1250.0,0
2.68,2284,1,13,650.0,-5127,0,25,1250.0,0
2.7,2297,1,13,650.0,-5151,0,24,1200.0,0
2.72,2310,1,13,650.0,-5174,0,23,1150.0,0
2.74,2322,1,12,600.0,-5197,0,23,1150.0,0
2.76,2335,1,13,650.0,-5219,0,22,1100.0,0
2.78,2346,1,11,550.0,-5241,0,22,1100.0,0
2.8,2358,1,12,600.0,-5261,0,20,1000.0,0
2.82,2369,1,11,550.0,-5282,0,21,1050.0,0
2.84,2380,1,11,550.0,-5301,0,19,950.0,0
2.86,2391,1,11,550.0,-5320,0,19,950.0,0
2.88,2401,1,10,500.0,-5338,0,18,900.0,0
2.9,2411,1,10,500.0,-5356,0,18,900.0,0
2.92,2421,1,10,500.0,-5373,0,17,850.0,0
2.94,2430,1,9,450.0,-5389,0,16,800.0,0
2.96,2439,1,9,450.0,-5405,0,16,800.0,0
2.98,2448,1,9,450.0,-5420,0,15,750.0,0
3.0,2456,1,8,400.0,-5434,0,14,700.0,0
3.02,2465,1,9,450.0,-5448,0,14,700.0,0
3.04,2472,1,7,350.0,-5461,0,13,650.0,0
3.06,2480,1,8,400.0,-5473,0,12,600.0,0
3.08,2487,1,7,350.0,-5485,0,12,600.0,0
3.1,2493,1,6,300.0,-5497,0,12,600.0,0
3.12,2500,1,7,350.0,-5507,0,10,500.0,0
3.14,2506,1,6,300.0,-5517,0,10,500.0,0
3.16,2511,1,5,250.0,-5527,0,10,500.0,0
3.18,2517,1,6,300.0,-5536,0,9,450.0,0
3.2,2522,1,5,250.0,-5544,0,8,400.0,0
3.22,2526,1,4,200.0,-5552,0,8,400.0,0
3.24,2531,1,5,250.0,-5560,0,8,400.0,0
3.26,2535,1,4,200.0,-5566,0,6,300.0,0
3.28,2539,1,4,200.0,-5573,0,7,350.0,0
3.3,2542,1,3,150.0,-5578,0,5,250.0,0
3.32,2545,1,3,150.0,-5584,0,6,300.0,0
3.34,2548,1,3,150.0,-5589,0,5,250.0,0
3.36,2551,1,3,150.0,-5593,0,4,200.0,0
3.38,2553,1,2,100.0,-5597,0,4,200.0,0
3.4,2556,1,3,150.0,-5600,0,3,150.0,0
3.42,2558,1,2,100.0,-5603,0,3,150.0,0
3.44,2559,1,1,50.0,-5606,0,3,150.0,0
3.46,2561,1,2,100.0,-5609,0,3,150.0,0
3.48,2562,1,1,50.0,-5611,0,2,100.0,0
3.5,2563,1,1,50.0,-5612,0,1,50.0,0
3.52,2564,1,1,50.0,-5614,0,2,100.0,0
3.54,2565,1,1,50.0,-5615,0,1,50.0,0
3.56,2565,1,0,0.0,-5616,0,1,50.0,0
3.58,2565,1,0,0.0,-5616,1,0,0.0,0
3.6,2566,1,1,50.0,-5617,0,1,50.0,0
3.62,2566,1,0,0.0,-5617,1,0,0.0,0
3.64,2566,1,0,0.0,-5618,0,1,50.0,0
3.66,2566,1,0,0.0,-5618,1,0,0.0,0
3.68,2566,1,0,0.0,-5618,1,0,0.0,0
3.7,2566,1,0,0.0,-5618,1,0,0.0,1
3.72,2566,1,0,0.0,-5618,1,0,0.0,1
3.74,2566,1,0,0.0,-5618,1,0,0.0,1
3.76,2566,1,0,0.0,-5618,1,0,0.0,1
3.78,2566,1,0,0.0,-5618,1,0,0.0,1
3.8,2566,1,0,0.0,-5618,1,0,0.0,1
3.82,2566,1,0,0.0,-5618,1,0,0.0,1
3.84,2566,1,0,0.0,-5618,1,0,0.0,1
3.86,2566,1,0,0.0,-5618,1,0,0.0,1
3.88,2566,1,0,0.0,-5618,1,0,0.0,1
3.9,2566,1,0,0.0,-5618,1,0,0.0,1
3.92,2566,1,0,0.0,-5618,1,0,0.0,1
3.94,2566,1,0,0.0,-5618,1,0,0.0,1
3.96,2566,1,0,0.0,-5618,1,0,0.0,1
3.98,2566,1,0,0.0,-5618,1,0,0.0,1
4.0,2566,1,0,0.0,-5618,1,0,0.0,1
4.02,2566,1,0,0.0,-5618,1,0,0.0,1
4.04,2566,1,0,0.0,-5618,1,0,0.0,1
4.06,2566,1,0,0.0,-5618,1,0,0.0,1
4.08,2566,1,0,0.0,-5618,1,0,0.0,1
4.1,2566,1,0,0.0,-5618,1,0,0.0,1
4.12,2566,1,0,0.0,-5618,1,0,0.0,1
4.14,2566,1,0,0.0,-5618,1,0,0.0,1
4.16,2566,1,0,0.0,-5618,1,0,0.0,1
4.18,2566,1,0,0.0,-5618,1,0,0.0,1
4.2,2566,1,0,0.0,-5618,1,0,0.0,1
4.22,2566,1,0,0.0,-5618,1,0,0.0,1
4.24,2566,1,0,0.0,-5618,1,0,0.0,1
4.26,2566,1,0,0.0,-5618,1,0,0.0,1
4.28,2566,1,0,0.0,-5618,1,0,0.0,1
4.3,2566,1,0,0.0,-5618,1,0,0.0,1
4.32,2566,1,0,0.0,-5618,1,0,0.0,1
4.34,2566,1,0,0.0,-5618,1,0,0.0,1
4.36,2566,1,0,0.0,-5618,1,0,0.0,1
4.38,2566,1,0,0.0,-5618,1,0,0.0,1
4.4,2566,1,0,0.0,-5618,1,0,0.0,1
4.42,2566,1,0,0.0,-5618,1,0,0.0,1
4.44,2566,1,0,0.0,-5618,1,0,0.0,1
4.46,2566,1,0,0.0,-5618,1,0,0.0,1
4.48,2566,1,0,0.0,-5618,1,0,0.0,1
4.5,2566,1,0,0.0,-5618,1,0,0.0,1
4.52,2566,1,0,0.0,-5618,1,0,0.0,1
4.54,2566,1,0,0.0,-5618,1,0,0.0,1
4.56,2566,1,0,0.0,-5618,1,0,0.0,1
4.58,2566,1,0,0.0,-5618,1,0,0.0,1
4.6,2566,1,0,0.0,-5618,1,0,0.0,1
4.62,2566,1,0,0.0,-5618,1,0,0.0,1
4.64,2566,1,0,0.0,-5618,1,0,0.0,1
4.66,2566,1,0,0.0,-5618,1,0,0.0,1
4.68,2566,1,0,0.0,-5618,1,0,0.0,1
4.7,2566,1,0,0.0,-5618,1,0,0.0,1
4.72,2566,1,0,0.0,-5618,1,0,0.0,1
4.74,2566,1,0,0.0,-5618,1,0,0.0,1
4.76,2566,1,0,0.0,-5618,1,0,0.0,1
4.78,2566,1,0,0.0,-5618,1,0,0.0,1
4.8,2566,1,0,0.0,-5618,1,0,0.0,1
4.82,2566,1,0,0.0,-5618,1,0,0.0,1
4.84,2566,1,0,0.0,-5618,1,0,0.0,1
4.86,2566,1,0,0.0,-5618,1,0,0.0,1
4.88,2566,1,0,0.0,-5618,1,0,0.0,1
4.9,2566,1,0,0.0,-5618,1,0,0.0,1
4.92,2566,1,0,0.0,-5618,1,0,0.0,1
4.94,2566,1,0,0.0,-5618,1,0,0.0,1
4.96,2566,1,0,0.0,-5618,1,0,0.0,1
4.98,2566,1,0,0.0,-5618,1,0,0.0,1
5.0,2566,1,0,0.0,-5618,1,0,0.0,1
5.02,2566,1,0,0.0,-5618,1,0,0.0,1
5.04,2566,1,0,0.0,-5618,1,0,0.0,1
5.06,2566,1,0,0.0,-5618,1,0,0.0,1
5.08,2566,1,0,0.0,-5618,1,0,0.0,1
5.1,2566,1,0,0.0,-5618,1,0,0.0,1
5.12,2566,1,0,0.0,-5618,1,0,0.0,1
5.14,2566,1,0,0.0,-5618,1,0,0.0,1
5.16,2566,1,0,0.0,-5618,1,0,0.0,1
5.18,2566,1,0,0.0,-5618,1,0,0.0,1
5.2,2566,1,0,0.0,-5618,1,0,0.0,1
5.22,2566,1,0,0.0,-5618,1,0,0.0,1
5.24,2566,1,0,0.0,-5618,1,0,0.0,1
5.26,2566,1,0,0.0,-5618,1,0,0.0,1
5.28,2566,1,0,0.0,-5618,1,0,0.0,1
5.3,2566,1,0,0.0,-5618,1,0,0.0,1
5.32,2566,1,0,0.0,-5618,1,0,0.0,1
5.34,2566,1,0,0.0,-5618,1,0,0.0,1
5.36,2566,1,0,0.0,-5618,1,0,0.0,1
5.38,2566,1,0,0.0,-5618,1,0,0.0,1
5.4,2566,1,0,0.0,-5618,1,0,0.0,1
5.42,2566,1,0,0.0,-5618,1,0,0.0,1
5.44,2566,1,0,0.0,-5618,1,0,0.0,1
5.46,2566,1,0,0.0,-5618,1,0,0.0,1
5.48,2566,1,0,0.0,-5618,1,0,0.0,1
5.5,2566,1,0,0.0,-5618,1,0,0.0,1
5.52,2566,1,0,0.0,-5618,1,0,0.0,1
5.54,2566,1,0,0.0,-5618,1,0,0.0,1
5.56,2566,1,0,0.0,-5618,1,0,0.0,1
5.58,2566,1,0,0.0,-5618,1,0,0.0,1
5.6,2566,1,0,0.0,-5618,1,0,0.0,1
5.62,2566,1,0,0.0,-5618,1,0,0.0,1
5.64,2566,1,0,0.0,-5618,1,0,0.0,1
5.66,2566,1,0,0.0,-5618,1,0,0.0,1
5.68,2566,1,0,0.0,-5618,1,0,0.0,1
5.7,2557,0,9,450.0,-5614,1,4,200.0,1
5.72,2548,0,9,450.0,-5607,1,7,350.0,1
5.74,2541,0,7,350.0,-5601,1,6,300.0,1
5.76,2534,0,7,350.0,-5595,1,6,300.0,1
5.78,2526,0,8,400.0,-5590,1,5,250.0,1
5.8,2519,0,7,350.0,-5585,1,5,250.0,1
5.82,2511,0,8,400.0,-5580,1,5,250.0,1
5.84,2503,0,8,400.0,-5576,1,4,200.0,1
5.86,2495,0,8,400.0,-5572,1,4,200.0,1
5.88,2487,0,8,400.0,-5569,1,3,150.0,1
5.9,2479,0,8,400.0,-5566,1,3,150.0,1
5.92,2470,0,9,450.0,-5563,1,3,150.0,1
5.94,2462,0,8,400.0,-5561,1,2,100.0,1
5.96,2454,0,8,400.0,-5559,1,2,100.0,1
5.98,2446,0,8,400.0,-5558,1,1,50.0,1
6.0,2438,0,8,400.0,-5557,1,1,50.0,1
6.02,2431,0,7,350.0,-5557,1,0,0.0,1
6.04,2423,0,8,400.0,-5556,1,1,50.0,1
6.06,2416,0,7,350.0,-5557,0,1,50.0,1
6.08,2409,0,7,350.0,-5557,1,0,0.0,1
6.1,2402,0,7,350.0,-5559,0,2,100.0,1
6.12,2396,0,6,300.0,-5560,0,1,50.0,1
6.14,2390,0,6,300.0,-5562,0,2,100.0,1
6.16,2384,0,6,300.0,-5565,0,3,150.0,1
6.18,2379,0,5,250.0,-5568,0,3,150.0,1
6.2,2373,0,6,300.0,-5571,0,3,150.0,1
6.22,2368,0,5,250.0,-5575,0,4,200.0,1
6.24,2363,0,5,250.0,-5580,0,5,250.0,1
6.26,2358,0,5,250.0,-5585,0,5,250.0,1
6.28,2354,0,4,200.0,-5589,0,4,200.0,1
6.3,2351,0,3,150.0,-5595,0,6,300.0,1
6.32,2347,0,4,200.0,-5600,0,5,250.0,1
6.34,2344,0,3,150.0,-5606,0,6,300.0,1
6.36,2342,0,2,100.0,-5612,0,6,300.0,1
6.38,2340,0,2,100.0,-5619,0,7,350.0,1
6.4,2338,0,2,100.0,-5625,0,6,300.0,1
6.42,2337,0,1,50.0,-5632,0,7,350.0,1
6.44,2336,0,1,50.0,-5640,0,8,400.0,1
6.46,2336,1,0,0.0,-5647,0,7,350.0,1
6.48,2336,1,0,0.0,-5655,0,8,400.0,1
6.5,2336,1,0,0.0,-5663,0,8,400.0,1
6.52,2337,1,1,50.0,-5672,0,9,450.0,1
6.54,2338,1,1,50.0,-5681,0,9,450.0,1
6.56,2340,1,2,100.0,-5690,0,9,450.0,1
6.58,2342,1,2,100.0,-5699,0,9,450.0,1
6.6,2344,1,2,100.0,-5709,0,10,500.0,1
6.62,2347,1,3,150.0,-5718,0,9,450.0,1
6.64,2350,1,3,150.0,-5727,0,9,450.0,1
6.66,2353,1,3,150.0,-5736,0,9,450.0,1
6.68,2357,1,4,200.0,-5745,0,9,450.0,1
6.7,2361,1,4,200.0,-5754,0,9,450.0,1
6.72,2365,1,4,200.0,-5763,0,9,450.0,1
6.74,2370,1,5,250.0,-5772,0,9,450.0,1
6.76,2375,1,5,250.0,-5781,0,9,450.0,1
6.78,2380,1,5,250.0,-5790,0,9,450.0,1
6.8,2385,1,5,250.0,-5799,0,9,450.0,1
6.82,2391,1,6,300.0,-5807,0,8,400.0,1
6.84,2397,1,6,300.0,-5816,0,9,450.0,1
6.86,2403,1,6,300.0,-5825,0,9,450.0,1
6.88,2409,1,6,300.0,-5833,0,8,400.0,1
6.9,2416,1,7,350.0,-5842,0,9,450.0,1
6.92,2423,1,7,350.0,-5850,0,8,400.0,1
6.94,2430,1,7,350.0,-5858,0,8,400.0,1
6.96,2437,1,7,350.0,-5866,0,8,400.0,1
6.98,2445,1,8,400.0,-5874,0,8,400.0,1
7.0,2453,1,8,400.0,-5882,0,8,400.0,1
7.02,2461,1,8,400.0,-5890,0,8,400.0,1
7.04,2469,1,8,400.0,-5898,0,8,400.0,1
7.06,2477,1,8,400.0,-5905,0,7,350.0,1
7.08,2485,1,8,400.0,-5912,0,7,350.0,1
7.1,2493,1,8,400.0,-5920,0,8,400.0,1
7.12,2502,1,9,450.0,-5927,0,7,350.0,1
7.14,2510,1,8,400.0,-5934,0,7,350.0,1
7.16,2519,1,9,450.0,-5940,0,6,300.0,1
7.18,2528,1,9,450.0,-5947,0,7,350.0,1
7.2,2537,1,9,450.0,-5953,0,6,300.0,1
7.22,2545,1,8,400.0,-5960,0,7,350.0,1
7.24,2554,1,9,450.0,-5966,0,6,300.0,1
7.26,2563,1,9,450.0,-5972,0,6,300.0,1
7.28,2573,1,10,500.0,-5978,0,6,300.0,1
7.3,2582,1,9,450.0,-5984,0,6,300.0,1
7.32,2591,1,9,450.0,-5990,0,6,300.0,1
7.34,2600,1,9,450.0,-5996,0,6,300.0,1
7.36,2610,1,10,500.0,-6002,0,6,300.0,1
7.38,2619,1,9,450.0,-6007,0,5,250.0,1
7.4,2628,1,9,450.0,-6013,0,6,300.0,1
7.42,2637,1,9,450.0,-6018,0,5,250.0,1
7.44,2646,1,9,450.0,-6023,0,5,250.0,1
7.46,2656,1,10,500.0,-6029,0,6,300.0,1
7.48,2665,1,9,450.0,-6034,0,5,250.0,1
7.5,2674,1,9,450.0,-6039,0,5,250.0,1
7.52,2684,1,10,500.0,-6045,0,6,300.0,1
7.54,2693,1,9,450.0,-6050,0,5,250.0,1
7.56,2702,1,9,450.0,-6055,0,5,250.0,1
7.58,2712,1,10,500.0,-6060,0,5,250.0,1
7.6,2721,1,9,450.0,-6065,0,5,250.0,1
7.62,2731,1,10,500.0,-6071,0,6,300.0,1
7.64,2740,1,9,450.0,-6076,0,5,250.0,1
7.66,2750,1,10,500.0,-6081,0,5,250.0,1
7.68,2759,1,9,450.0,-6086,0,5,250.0,1
7.7,2769,1,10,500.0,-6092,0,6,300.0,1
7.72,2778,1,9,450.0,-6097,0,5,250.0,1
7.74,2788,1,10,500.0,-6102,0,5,250.0,1
7.76,2797,1,9,450.0,-6108,0,6,300.0,1
7.78,2807,1,10,500.0,-6113,0,5,250.0,1
7.8,2817,1,10,500.0,-6119,0,6,300.0,1
7.82,2827,1,10,500.0,-6124,0,5,250.0,1
7.84,2838,1,11,550.0,-6129,0,5,250.0,1
7.86,2851,1,13,650.0,-6134,0,5,250.0,1
7.88,2861,1,10,500.0,-6134,1,0,0.0,1
7.9,2869,1,8,400.0,-6131,1,3,150.0,1
7.92,2874,1,5,250.0,-6123,1,8,400.0,1
7.94,2877,1,3,150.0,-6116,1,7,350.0,1
7.96,2879,1,2,100.0,-6109,1,7,350.0,1
7.98,2881,1,2,100.0,-6102,1,7,350.0,1
8.0,2883,1,2,100.0,-6094,1,8,400.0,1
8.02,2885,1,2,100.0,-6087,1,7,350.0,1
8.04,2887,1,2,100.0,-6080,1,7,350.0,1
8.06,2888,1,1,50.0,-6072,1,8,400.0,1
8.08,2890,1,2,100.0,-6065,1,7,350.0,1
8.1,2892,1,2,100.0,-6057,1,8,400.0,1
8.12,2894,1,2,100.0,-6050,1,7,350.0,1
8.14,2896,1,2,100.0,-6043,1,7,350.0,1
8.16,2898,1,2,100.0,-6035,1,8,400.0,1
8.18,2900,1,2,100.0,-6028,1,7,350.0,1
8.2,2902,1,2,100.0,-6021,1,7,350.0,1
8.22,2904,1,2,100.0,-6013,1,8,400.0,1
8.24,2906,1,2,100.0,-6006,1,7,350.0,1
8.26,2908,1,2,100.0,-5999,1,7,350.0,1
8.28,2910,1,2,100.0,-5992,1,7,350.0,1
8.3,2912,1,2,100.0,-5984,1,8,400.0,1
8.32,2913,1,1,50.0,-5977,1,7,350.0,1
8.34,2915,1,2,100.0,-5970,1,7,350.0,1
8.36,2917,1,2,100.0,-5962,1,8,400.0,1
8.38,2919,1,2,100.0,-5955,1,7,350.0,1
8.4,2920,1,1,50.0,-5948,1,7,350.0,1
8.42,2922,1,2,100.0,-5941,1,7,350.0,1
8.44,2923,1,1,50.0,-5933,1,8,400.0,1
8.46,2924,1,1,50.0,-5926,1,7,350.0,1
8.48,2925,1,1,50.0,-5919,1,7,350.0,1
8.5,2926,1,1,50.0,-5911,1,8,400.0,1
8.52,2927,1,1,50.0,-5903,1,8,400.0,1
8.54,2928,1,1,50.0,-5896,1,7,350.0,1
8.56,2928,1,0,0.0,-5888,1,8,400.0,1
8.58,2929,1,1,50.0,-5880,1,8,400.0,1
8.6,2929,1,0,0.0,-5873,1,7,350.0,1
8.62,2929,1,0,0.0,-5865,1,8,400.0,1
8.64,2929,1,0,0.0,-5857,1,8,400.0,1
8.66,2929,1,0,0.0,-5849,1,8,400.0,1
8.68,2928,0,1,50.0,-5840,1,9,450.0,1
8.7,2927,0,1,50.0,-5832,1,8,400.0,1
8.72,2926,0,1,50.0,-5824,1,8,400.0,1
8.74,2925,0,1,50.0,-5816,1,8,400.0,1
8.76,2924,0,1,50.0,-5807,1,9,450.0,1
8.78,2922,0,2,100.0,-5798,1,9,450.0,1
8.8,2920,0,2,100.0,-5790,1,8,400.0,1
